Year,Region,Gender,Age_Group,Environment,Population
2010,"Gaziantep, Adıyaman, Kilis-TRC1",Male,85-89,Rural,478.0
2010,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,85-89,Rural,1537.0
2010,İstanbul-TR10,Male,85-89,Rural,270.0
2010,İzmir-TR31,Male,85-89,Rural,831.0
2010,"Kastamonu, Çankırı, Sinop-TR82",Male,85-89,Rural,1290.0
2010,"Kayseri, Sivas, Yozgat-TR72",Male,85-89,Rural,1094.0
2010,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,85-89,Rural,927.0
2010,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,85-89,Rural,1383.0
2010,"Konya, Karaman-TR52",Male,85-89,Rural,1106.0
2010,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,85-89,Rural,1199.0
2010,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,85-89,Rural,2699.0
2010,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,85-89,Rural,603.0
2010,"Samsun, Tokat, Çorum, Amasya-TR83",Male,85-89,Rural,1684.0
2010,"Şanlıurfa, Diyarbakır-TRC2",Male,85-89,Rural,732.0
2010,"Tekirdağ, Edirne, Kırklareli-TR21",Male,85-89,Rural,1535.0
2010,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,85-89,Rural,2028.0
2010,"Van, Muş, Bitlis, Hakkari-TRB2",Male,85-89,Rural,799.0
2010,"Zonguldak, Karabük, Bartın-TR81",Male,85-89,Rural,705.0
2011,"Adana, Mersin-TR62",Male,85-89,Rural,1411.0
2011,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,85-89,Rural,840.0
2011,Ankara-TR51,Male,85-89,Rural,527.0
2011,"Antalya, Isparta, Burdur-TR61",Male,85-89,Rural,1948.0
2011,"Aydın, Denizli, Muğla-TR32",Male,85-89,Rural,2971.0
2011,"Balıkesir, Çanakkale-TR22",Male,85-89,Rural,2550.0
2011,"Bursa, Eskişehir, Bilecik-TR41",Male,85-89,Rural,1431.0
2011,"Erzurum, Erzincan, Bayburt-TRA1",Male,85-89,Rural,1008.0
2011,"Gaziantep, Adıyaman, Kilis-TRC1",Male,85-89,Rural,614.0
2011,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,85-89,Rural,1889.0
2011,İstanbul-TR10,Male,85-89,Rural,308.0
2011,İzmir-TR31,Male,85-89,Rural,917.0
2011,"Kastamonu, Çankırı, Sinop-TR82",Male,85-89,Rural,1516.0
2011,"Kayseri, Sivas, Yozgat-TR72",Male,85-89,Rural,1372.0
2011,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,85-89,Rural,1075.0
2011,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,85-89,Rural,1650.0
2011,"Konya, Karaman-TR52",Male,85-89,Rural,1323.0
2011,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,85-89,Rural,1326.0
2011,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,85-89,Rural,2832.0
2011,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,85-89,Rural,652.0
2011,"Samsun, Tokat, Çorum, Amasya-TR83",Male,85-89,Rural,1971.0
2011,"Şanlıurfa, Diyarbakır-TRC2",Male,85-89,Rural,811.0
2011,"Tekirdağ, Edirne, Kırklareli-TR21",Male,85-89,Rural,1603.0
2011,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,85-89,Rural,2494.0
2011,"Van, Muş, Bitlis, Hakkari-TRB2",Male,85-89,Rural,743.0
2011,"Zonguldak, Karabük, Bartın-TR81",Male,85-89,Rural,868.0
2012,"Adana, Mersin-TR62",Male,85-89,Rural,1546.0
2012,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,85-89,Rural,760.0
2012,Ankara-TR51,Male,85-89,Rural,589.0
2012,"Antalya, Isparta, Burdur-TR61",Male,85-89,Rural,2336.0
2012,"Aydın, Denizli, Muğla-TR32",Male,85-89,Rural,3386.0
2012,"Balıkesir, Çanakkale-TR22",Male,85-89,Rural,2832.0
2012,"Bursa, Eskişehir, Bilecik-TR41",Male,85-89,Rural,1621.0
2012,"Erzurum, Erzincan, Bayburt-TRA1",Male,85-89,Rural,1039.0
2012,"Gaziantep, Adıyaman, Kilis-TRC1",Male,85-89,Rural,667.0
2012,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,85-89,Rural,2119.0
2012,İstanbul-TR10,Male,85-89,Rural,340.0
2012,İzmir-TR31,Male,85-89,Rural,1020.0
2012,"Kastamonu, Çankırı, Sinop-TR82",Male,85-89,Rural,1746.0
2012,"Kayseri, Sivas, Yozgat-TR72",Male,85-89,Rural,1576.0
2012,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,85-89,Rural,1251.0
2012,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,85-89,Rural,1886.0
2012,"Konya, Karaman-TR52",Male,85-89,Rural,1479.0
2012,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,85-89,Rural,1427.0
2012,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,85-89,Rural,3027.0
2012,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,85-89,Rural,696.0
2012,"Samsun, Tokat, Çorum, Amasya-TR83",Male,85-89,Rural,2280.0
2012,"Şanlıurfa, Diyarbakır-TRC2",Male,85-89,Rural,840.0
2012,"Tekirdağ, Edirne, Kırklareli-TR21",Male,85-89,Rural,1724.0
2012,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,85-89,Rural,3080.0
2012,"Van, Muş, Bitlis, Hakkari-TRB2",Male,85-89,Rural,707.0
2012,"Zonguldak, Karabük, Bartın-TR81",Male,85-89,Rural,1131.0
2013,"Adana, Mersin-TR62",Male,85-89,Rural,0.0
2013,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,85-89,Rural,751.0
2013,Ankara-TR51,Male,85-89,Rural,0.0
2013,"Antalya, Isparta, Burdur-TR61",Male,85-89,Rural,1061.0
2013,"Aydın, Denizli, Muğla-TR32",Male,85-89,Rural,0.0
2013,"Balıkesir, Çanakkale-TR22",Male,85-89,Rural,1075.0
2013,"Bursa, Eskişehir, Bilecik-TR41",Male,85-89,Rural,292.0
2013,"Erzurum, Erzincan, Bayburt-TRA1",Male,85-89,Rural,548.0
2013,"Gaziantep, Adıyaman, Kilis-TRC1",Male,85-89,Rural,453.0
2013,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,85-89,Rural,282.0
2013,İstanbul-TR10,Male,85-89,Rural,0.0
2013,İzmir-TR31,Male,85-89,Rural,0.0
2013,"Kastamonu, Çankırı, Sinop-TR82",Male,85-89,Rural,1815.0
2013,"Kayseri, Sivas, Yozgat-TR72",Male,85-89,Rural,1252.0
2013,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,85-89,Rural,1325.0
2013,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,85-89,Rural,1047.0
2013,"Konya, Karaman-TR52",Male,85-89,Rural,301.0
2013,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,85-89,Rural,880.0
2013,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,85-89,Rural,1896.0
2013,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,85-89,Rural,349.0
2013,"Samsun, Tokat, Çorum, Amasya-TR83",Male,85-89,Rural,1671.0
2013,"Şanlıurfa, Diyarbakır-TRC2",Male,85-89,Rural,0.0
2013,"Tekirdağ, Edirne, Kırklareli-TR21",Male,85-89,Rural,1153.0
2013,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,85-89,Rural,1638.0
2013,"Van, Muş, Bitlis, Hakkari-TRB2",Male,85-89,Rural,398.0
2013,"Zonguldak, Karabük, Bartın-TR81",Male,85-89,Rural,1144.0
2014,"Adana, Mersin-TR62",Male,85-89,Rural,0.0
2014,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,85-89,Rural,756.0
2014,Ankara-TR51,Male,85-89,Rural,0.0
2014,"Antalya, Isparta, Burdur-TR61",Male,85-89,Rural,1145.0
2014,"Aydın, Denizli, Muğla-TR32",Male,85-89,Rural,0.0
2014,"Balıkesir, Çanakkale-TR22",Male,85-89,Rural,1139.0
2014,"Bursa, Eskişehir, Bilecik-TR41",Male,85-89,Rural,277.0
2014,"Erzurum, Erzincan, Bayburt-TRA1",Male,85-89,Rural,578.0
2014,"Gaziantep, Adıyaman, Kilis-TRC1",Male,85-89,Rural,493.0
2014,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,85-89,Rural,274.0
2014,İstanbul-TR10,Male,85-89,Rural,0.0
2014,İzmir-TR31,Male,85-89,Rural,0.0
2014,"Kastamonu, Çankırı, Sinop-TR82",Male,85-89,Rural,1868.0
2014,"Kayseri, Sivas, Yozgat-TR72",Male,85-89,Rural,1329.0
2014,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,85-89,Rural,1418.0
2014,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,85-89,Rural,1101.0
2014,"Konya, Karaman-TR52",Male,85-89,Rural,348.0
2014,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,85-89,Rural,852.0
2014,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,85-89,Rural,2012.0
2014,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,85-89,Rural,380.0
2014,"Samsun, Tokat, Çorum, Amasya-TR83",Male,85-89,Rural,1857.0
2014,"Şanlıurfa, Diyarbakır-TRC2",Male,85-89,Rural,0.0
2014,"Tekirdağ, Edirne, Kırklareli-TR21",Male,85-89,Rural,1215.0
2014,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,85-89,Rural,1794.0
2014,"Van, Muş, Bitlis, Hakkari-TRB2",Male,85-89,Rural,371.0
2014,"Zonguldak, Karabük, Bartın-TR81",Male,85-89,Rural,1232.0
2015,"Adana, Mersin-TR62",Male,85-89,Rural,0.0
2015,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,85-89,Rural,804.0
2015,Ankara-TR51,Male,85-89,Rural,0.0
2015,"Antalya, Isparta, Burdur-TR61",Male,85-89,Rural,1232.0
2015,"Aydın, Denizli, Muğla-TR32",Male,85-89,Rural,0.0
2015,"Balıkesir, Çanakkale-TR22",Male,85-89,Rural,1173.0
2015,"Bursa, Eskişehir, Bilecik-TR41",Male,85-89,Rural,298.0
2015,"Erzurum, Erzincan, Bayburt-TRA1",Male,85-89,Rural,577.0
2015,"Gaziantep, Adıyaman, Kilis-TRC1",Male,85-89,Rural,577.0
2015,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,85-89,Rural,295.0
2015,İstanbul-TR10,Male,85-89,Rural,0.0
2015,İzmir-TR31,Male,85-89,Rural,0.0
2015,"Kastamonu, Çankırı, Sinop-TR82",Male,85-89,Rural,1916.0
2015,"Kayseri, Sivas, Yozgat-TR72",Male,85-89,Rural,1427.0
2015,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,85-89,Rural,1496.0
2015,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,85-89,Rural,1131.0
2015,"Konya, Karaman-TR52",Male,85-89,Rural,350.0
2015,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,85-89,Rural,866.0
2015,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,85-89,Rural,2162.0
2015,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,85-89,Rural,416.0
2015,"Samsun, Tokat, Çorum, Amasya-TR83",Male,85-89,Rural,2089.0
2015,"Şanlıurfa, Diyarbakır-TRC2",Male,85-89,Rural,0.0
2015,"Tekirdağ, Edirne, Kırklareli-TR21",Male,85-89,Rural,1256.0
2015,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,85-89,Rural,1966.0
2015,"Van, Muş, Bitlis, Hakkari-TRB2",Male,85-89,Rural,383.0
2015,"Zonguldak, Karabük, Bartın-TR81",Male,85-89,Rural,1334.0
2016,"Adana, Mersin-TR62",Male,85-89,Rural,0.0
2016,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,85-89,Rural,899.0
2016,Ankara-TR51,Male,85-89,Rural,0.0
2016,"Antalya, Isparta, Burdur-TR61",Male,85-89,Rural,1299.0
2016,"Aydın, Denizli, Muğla-TR32",Male,85-89,Rural,0.0
2016,"Balıkesir, Çanakkale-TR22",Male,85-89,Rural,1188.0
2016,"Bursa, Eskişehir, Bilecik-TR41",Male,85-89,Rural,327.0
2016,"Erzurum, Erzincan, Bayburt-TRA1",Male,85-89,Rural,604.0
2016,"Gaziantep, Adıyaman, Kilis-TRC1",Male,85-89,Rural,611.0
2016,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,85-89,Rural,307.0
2016,İstanbul-TR10,Male,85-89,Rural,0.0
2016,İzmir-TR31,Male,85-89,Rural,0.0
2016,"Kastamonu, Çankırı, Sinop-TR82",Male,85-89,Rural,1952.0
2016,"Kayseri, Sivas, Yozgat-TR72",Male,85-89,Rural,1601.0
2016,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,85-89,Rural,1541.0
2016,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,85-89,Rural,1103.0
2016,"Konya, Karaman-TR52",Male,85-89,Rural,357.0
2016,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,85-89,Rural,926.0
2016,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,85-89,Rural,2333.0
2016,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,85-89,Rural,411.0
2016,"Samsun, Tokat, Çorum, Amasya-TR83",Male,85-89,Rural,2212.0
2016,"Şanlıurfa, Diyarbakır-TRC2",Male,85-89,Rural,0.0
2016,"Tekirdağ, Edirne, Kırklareli-TR21",Male,85-89,Rural,1344.0
2016,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,85-89,Rural,2072.0
2016,"Van, Muş, Bitlis, Hakkari-TRB2",Male,85-89,Rural,423.0
2016,"Zonguldak, Karabük, Bartın-TR81",Male,85-89,Rural,1408.0
2017,"Adana, Mersin-TR62",Male,85-89,Rural,0.0
2017,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,85-89,Rural,1130.0
2017,Ankara-TR51,Male,85-89,Rural,0.0
2017,"Antalya, Isparta, Burdur-TR61",Male,85-89,Rural,1437.0
2017,"Aydın, Denizli, Muğla-TR32",Male,85-89,Rural,0.0
2017,"Balıkesir, Çanakkale-TR22",Male,85-89,Rural,1204.0
2017,"Bursa, Eskişehir, Bilecik-TR41",Male,85-89,Rural,332.0
2017,"Erzurum, Erzincan, Bayburt-TRA1",Male,85-89,Rural,640.0
2017,"Gaziantep, Adıyaman, Kilis-TRC1",Male,85-89,Rural,681.0
2017,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,85-89,Rural,342.0
2017,İstanbul-TR10,Male,85-89,Rural,0.0
2017,İzmir-TR31,Male,85-89,Rural,0.0
2017,"Kastamonu, Çankırı, Sinop-TR82",Male,85-89,Rural,2223.0
2017,"Kayseri, Sivas, Yozgat-TR72",Male,85-89,Rural,1837.0
2017,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,85-89,Rural,1629.0
2017,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,85-89,Rural,1253.0
2017,"Konya, Karaman-TR52",Male,85-89,Rural,385.0
2017,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,85-89,Rural,1057.0
2017,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,85-89,Rural,2586.0
2017,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,85-89,Rural,466.0
2017,"Samsun, Tokat, Çorum, Amasya-TR83",Male,85-89,Rural,2444.0
2017,"Şanlıurfa, Diyarbakır-TRC2",Male,85-89,Rural,0.0
2017,"Tekirdağ, Edirne, Kırklareli-TR21",Male,85-89,Rural,1382.0
2017,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,85-89,Rural,2447.0
2017,"Van, Muş, Bitlis, Hakkari-TRB2",Male,85-89,Rural,480.0
2017,"Zonguldak, Karabük, Bartın-TR81",Male,85-89,Rural,1584.0
2018,"Adana, Mersin-TR62",Male,85-89,Rural,0.0
2018,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,85-89,Rural,1274.0
2018,Ankara-TR51,Male,85-89,Rural,0.0
2018,"Antalya, Isparta, Burdur-TR61",Male,85-89,Rural,1759.0
2018,"Aydın, Denizli, Muğla-TR32",Male,85-89,Rural,0.0
2018,"Balıkesir, Çanakkale-TR22",Male,85-89,Rural,1387.0
2018,"Bursa, Eskişehir, Bilecik-TR41",Male,85-89,Rural,381.0
2018,"Erzurum, Erzincan, Bayburt-TRA1",Male,85-89,Rural,751.0
2018,"Gaziantep, Adıyaman, Kilis-TRC1",Male,85-89,Rural,827.0
2018,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,85-89,Rural,435.0
2018,İstanbul-TR10,Male,85-89,Rural,0.0
2018,İzmir-TR31,Male,85-89,Rural,0.0
2018,"Kastamonu, Çankırı, Sinop-TR82",Male,85-89,Rural,2913.0
2018,"Kayseri, Sivas, Yozgat-TR72",Male,85-89,Rural,2408.0
2018,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,85-89,Rural,2129.0
2018,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,85-89,Rural,1568.0
2018,"Konya, Karaman-TR52",Male,85-89,Rural,442.0
2018,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,85-89,Rural,1432.0
2018,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,85-89,Rural,3178.0
2018,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,85-89,Rural,542.0
2018,"Samsun, Tokat, Çorum, Amasya-TR83",Male,85-89,Rural,3126.0
2018,"Şanlıurfa, Diyarbakır-TRC2",Male,85-89,Rural,0.0
2018,"Tekirdağ, Edirne, Kırklareli-TR21",Male,85-89,Rural,1518.0
2018,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,85-89,Rural,3336.0
2018,"Van, Muş, Bitlis, Hakkari-TRB2",Male,85-89,Rural,575.0
2018,"Zonguldak, Karabük, Bartın-TR81",Male,85-89,Rural,1964.0
2019,"Adana, Mersin-TR62",Male,85-89,Rural,0.0
2019,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,85-89,Rural,1231.0
2019,Ankara-TR51,Male,85-89,Rural,0.0
2019,"Antalya, Isparta, Burdur-TR61",Male,85-89,Rural,1740.0
2019,"Aydın, Denizli, Muğla-TR32",Male,85-89,Rural,0.0
2019,"Balıkesir, Çanakkale-TR22",Male,85-89,Rural,1358.0
2019,"Bursa, Eskişehir, Bilecik-TR41",Male,85-89,Rural,393.0
2019,"Erzurum, Erzincan, Bayburt-TRA1",Male,85-89,Rural,756.0
2019,"Gaziantep, Adıyaman, Kilis-TRC1",Male,85-89,Rural,897.0
2019,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,85-89,Rural,474.0
2019,İstanbul-TR10,Male,85-89,Rural,0.0
2019,İzmir-TR31,Male,85-89,Rural,0.0
2019,"Kastamonu, Çankırı, Sinop-TR82",Male,85-89,Rural,3030.0
2019,"Kayseri, Sivas, Yozgat-TR72",Male,85-89,Rural,2491.0
2019,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,85-89,Rural,2237.0
2019,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,85-89,Rural,1583.0
2019,"Konya, Karaman-TR52",Male,85-89,Rural,453.0
2019,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,85-89,Rural,1610.0
2019,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,85-89,Rural,3186.0
2019,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,85-89,Rural,566.0
2019,"Samsun, Tokat, Çorum, Amasya-TR83",Male,85-89,Rural,3377.0
2019,"Şanlıurfa, Diyarbakır-TRC2",Male,85-89,Rural,0.0
2019,"Tekirdağ, Edirne, Kırklareli-TR21",Male,85-89,Rural,1551.0
2019,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,85-89,Rural,3452.0
2019,"Van, Muş, Bitlis, Hakkari-TRB2",Male,85-89,Rural,545.0
2019,"Zonguldak, Karabük, Bartın-TR81",Male,85-89,Rural,2131.0
2020,"Adana, Mersin-TR62",Male,85-89,Rural,0.0
2020,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,85-89,Rural,1096.0
2020,Ankara-TR51,Male,85-89,Rural,0.0
2020,"Antalya, Isparta, Burdur-TR61",Male,85-89,Rural,1548.0
2020,"Aydın, Denizli, Muğla-TR32",Male,85-89,Rural,0.0
2020,"Balıkesir, Çanakkale-TR22",Male,85-89,Rural,1362.0
2020,"Bursa, Eskişehir, Bilecik-TR41",Male,85-89,Rural,382.0
2020,"Erzurum, Erzincan, Bayburt-TRA1",Male,85-89,Rural,664.0
2020,"Gaziantep, Adıyaman, Kilis-TRC1",Male,85-89,Rural,775.0
2020,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,85-89,Rural,403.0
2020,İstanbul-TR10,Male,85-89,Rural,0.0
2020,İzmir-TR31,Male,85-89,Rural,0.0
2020,"Kastamonu, Çankırı, Sinop-TR82",Male,85-89,Rural,2612.0
2020,"Kayseri, Sivas, Yozgat-TR72",Male,85-89,Rural,2060.0
2020,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,85-89,Rural,1928.0
2020,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,85-89,Rural,1467.0
2020,"Konya, Karaman-TR52",Male,85-89,Rural,409.0
2020,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,85-89,Rural,1386.0
2020,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,85-89,Rural,2825.0
2020,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,85-89,Rural,524.0
2020,"Samsun, Tokat, Çorum, Amasya-TR83",Male,85-89,Rural,3045.0
2020,"Şanlıurfa, Diyarbakır-TRC2",Male,85-89,Rural,0.0
2020,"Tekirdağ, Edirne, Kırklareli-TR21",Male,85-89,Rural,1465.0
2020,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,85-89,Rural,3211.0
2020,"Van, Muş, Bitlis, Hakkari-TRB2",Male,85-89,Rural,493.0
2020,"Zonguldak, Karabük, Bartın-TR81",Male,85-89,Rural,1964.0
2021,"Adana, Mersin-TR62",Male,85-89,Rural,0.0
2021,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,85-89,Rural,1081.0
2021,Ankara-TR51,Male,85-89,Rural,0.0
2021,"Antalya, Isparta, Burdur-TR61",Male,85-89,Rural,1366.0
2021,"Aydın, Denizli, Muğla-TR32",Male,85-89,Rural,0.0
2021,"Balıkesir, Çanakkale-TR22",Male,85-89,Rural,1305.0
2021,"Bursa, Eskişehir, Bilecik-TR41",Male,85-89,Rural,363.0
2021,"Erzurum, Erzincan, Bayburt-TRA1",Male,85-89,Rural,616.0
2021,"Gaziantep, Adıyaman, Kilis-TRC1",Male,85-89,Rural,698.0
2021,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,85-89,Rural,339.0
2021,İstanbul-TR10,Male,85-89,Rural,0.0
2021,İzmir-TR31,Male,85-89,Rural,0.0
2021,"Kastamonu, Çankırı, Sinop-TR82",Male,85-89,Rural,2332.0
2021,"Kayseri, Sivas, Yozgat-TR72",Male,85-89,Rural,1802.0
2021,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,85-89,Rural,1839.0
2021,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,85-89,Rural,1409.0
2021,"Konya, Karaman-TR52",Male,85-89,Rural,392.0
2021,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,85-89,Rural,1339.0
2021,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,85-89,Rural,2695.0
2021,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,85-89,Rural,495.0
2021,"Samsun, Tokat, Çorum, Amasya-TR83",Male,85-89,Rural,2855.0
2021,"Şanlıurfa, Diyarbakır-TRC2",Male,85-89,Rural,0.0
2021,"Tekirdağ, Edirne, Kırklareli-TR21",Male,85-89,Rural,1453.0
2021,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,85-89,Rural,2954.0
2021,"Van, Muş, Bitlis, Hakkari-TRB2",Male,85-89,Rural,471.0
2021,"Zonguldak, Karabük, Bartın-TR81",Male,85-89,Rural,1671.0
2022,"Adana, Mersin-TR62",Male,85-89,Rural,0.0
2022,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,85-89,Rural,1004.0
2022,Ankara-TR51,Male,85-89,Rural,0.0
2022,"Antalya, Isparta, Burdur-TR61",Male,85-89,Rural,1294.0
2022,"Aydın, Denizli, Muğla-TR32",Male,85-89,Rural,0.0
2022,"Balıkesir, Çanakkale-TR22",Male,85-89,Rural,1290.0
2022,"Bursa, Eskişehir, Bilecik-TR41",Male,85-89,Rural,347.0
2022,"Erzurum, Erzincan, Bayburt-TRA1",Male,85-89,Rural,589.0
2022,"Gaziantep, Adıyaman, Kilis-TRC1",Male,85-89,Rural,684.0
2022,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,85-89,Rural,345.0
2022,İstanbul-TR10,Male,85-89,Rural,0.0
2022,İzmir-TR31,Male,85-89,Rural,0.0
2022,"Kastamonu, Çankırı, Sinop-TR82",Male,85-89,Rural,2119.0
2022,"Kayseri, Sivas, Yozgat-TR72",Male,85-89,Rural,1564.0
2022,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,85-89,Rural,1762.0
2022,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,85-89,Rural,1319.0
2022,"Konya, Karaman-TR52",Male,85-89,Rural,408.0
2022,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,85-89,Rural,1304.0
2022,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,85-89,Rural,2517.0
2022,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,85-89,Rural,497.0
2022,"Samsun, Tokat, Çorum, Amasya-TR83",Male,85-89,Rural,2691.0
2022,"Şanlıurfa, Diyarbakır-TRC2",Male,85-89,Rural,0.0
2022,"Tekirdağ, Edirne, Kırklareli-TR21",Male,85-89,Rural,1429.0
2022,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,85-89,Rural,2695.0
2022,"Van, Muş, Bitlis, Hakkari-TRB2",Male,85-89,Rural,444.0
2022,"Zonguldak, Karabük, Bartın-TR81",Male,85-89,Rural,1498.0
2023,"Adana, Mersin-TR62",Male,85-89,Rural,0.0
2023,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,85-89,Rural,967.0
2023,Ankara-TR51,Male,85-89,Rural,0.0
2023,"Antalya, Isparta, Burdur-TR61",Male,85-89,Rural,1306.0
2023,"Aydın, Denizli, Muğla-TR32",Male,85-89,Rural,0.0
