Year,Region,Gender,Age_Group,Environment,Population
2024,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,30-34,Rural,15583.0
2024,Ankara-TR51,Male,30-34,Rural,0.0
2024,"Antalya, Isparta, Burdur-TR61",Male,30-34,Rural,4643.0
2024,"Aydın, Denizli, Muğla-TR32",Male,30-34,Rural,0.0
2024,"Balıkesir, Çanakkale-TR22",Male,30-34,Rural,5650.0
2024,"Bursa, Eskişehir, Bilecik-TR41",Male,30-34,Rural,942.0
2024,"Erzurum, Erzincan, Bayburt-TRA1",Male,30-34,Rural,3002.0
2024,"Gaziantep, Adıyaman, Kilis-TRC1",Male,30-34,Rural,7103.0
2024,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,30-34,Rural,3938.0
2024,İstanbul-TR10,Male,30-34,Rural,0.0
2024,İzmir-TR31,Male,30-34,Rural,0.0
2024,"Kastamonu, Çankırı, Sinop-TR82",Male,30-34,Rural,6240.0
2024,"Kayseri, Sivas, Yozgat-TR72",Male,30-34,Rural,7707.0
2024,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,30-34,Rural,12484.0
2024,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,30-34,Rural,8385.0
2024,"Konya, Karaman-TR52",Male,30-34,Rural,1740.0
2024,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,30-34,Rural,8540.0
2024,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,30-34,Rural,13327.0
2024,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,30-34,Rural,15280.0
2024,"Samsun, Tokat, Çorum, Amasya-TR83",Male,30-34,Rural,10115.0
2024,"Şanlıurfa, Diyarbakır-TRC2",Male,30-34,Rural,0.0
2024,"Tekirdağ, Edirne, Kırklareli-TR21",Male,30-34,Rural,5307.0
2024,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,30-34,Rural,10318.0
2024,"Van, Muş, Bitlis, Hakkari-TRB2",Male,30-34,Rural,15662.0
2024,"Zonguldak, Karabük, Bartın-TR81",Male,30-34,Rural,10461.0
2025,"Adana, Mersin-TR62",Male,30-34,Rural,0.0
2025,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,30-34,Rural,15498.0
2025,Ankara-TR51,Male,30-34,Rural,0.0
2025,"Antalya, Isparta, Burdur-TR61",Male,30-34,Rural,4572.0
2025,"Aydın, Denizli, Muğla-TR32",Male,30-34,Rural,0.0
2025,"Balıkesir, Çanakkale-TR22",Male,30-34,Rural,5808.0
2025,"Bursa, Eskişehir, Bilecik-TR41",Male,30-34,Rural,931.0
2025,"Erzurum, Erzincan, Bayburt-TRA1",Male,30-34,Rural,3044.0
2025,"Gaziantep, Adıyaman, Kilis-TRC1",Male,30-34,Rural,7569.0
2025,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,30-34,Rural,3939.0
2025,İstanbul-TR10,Male,30-34,Rural,0.0
2025,İzmir-TR31,Male,30-34,Rural,0.0
2025,"Kastamonu, Çankırı, Sinop-TR82",Male,30-34,Rural,6166.0
2025,"Kayseri, Sivas, Yozgat-TR72",Male,30-34,Rural,7770.0
2025,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,30-34,Rural,12895.0
2025,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,30-34,Rural,8476.0
2025,"Konya, Karaman-TR52",Male,30-34,Rural,1753.0
2025,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,30-34,Rural,8183.0
2025,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,30-34,Rural,13349.0
2025,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,30-34,Rural,15078.0
2025,"Samsun, Tokat, Çorum, Amasya-TR83",Male,30-34,Rural,9827.0
2025,"Şanlıurfa, Diyarbakır-TRC2",Male,30-34,Rural,0.0
2025,"Tekirdağ, Edirne, Kırklareli-TR21",Male,30-34,Rural,5127.0
2025,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,30-34,Rural,10052.0
2025,"Van, Muş, Bitlis, Hakkari-TRB2",Male,30-34,Rural,15287.0
2025,"Zonguldak, Karabük, Bartın-TR81",Male,30-34,Rural,10043.0
2007,"Adana, Mersin-TR62",Male,30-34,Urban,107431.0
2007,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,30-34,Urban,22212.0
2007,Ankara-TR51,Male,30-34,Urban,178885.0
2007,"Antalya, Isparta, Burdur-TR61",Male,30-34,Urban,69155.0
2007,"Aydın, Denizli, Muğla-TR32",Male,30-34,Urban,56382.0
2007,"Balıkesir, Çanakkale-TR22",Male,30-34,Urban,36071.0
2007,"Bursa, Eskişehir, Bilecik-TR41",Male,30-34,Urban,122155.0
2007,"Erzurum, Erzincan, Bayburt-TRA1",Male,30-34,Urban,26274.0
2007,"Gaziantep, Adıyaman, Kilis-TRC1",Male,30-34,Urban,72366.0
2007,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,30-34,Urban,62697.0
2007,İstanbul-TR10,Male,30-34,Urban,544995.0
2007,İzmir-TR31,Male,30-34,Urban,139758.0
2007,"Kastamonu, Çankırı, Sinop-TR82",Male,30-34,Urban,15076.0
2007,"Kayseri, Sivas, Yozgat-TR72",Male,30-34,Urban,64826.0
2007,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,30-34,Urban,34273.0
2007,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,30-34,Urban,87843.0
2007,"Konya, Karaman-TR52",Male,30-34,Urban,60928.0
2007,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,30-34,Urban,43549.0
2007,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,30-34,Urban,71478.0
2007,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,30-34,Urban,42971.0
2007,"Samsun, Tokat, Çorum, Amasya-TR83",Male,30-34,Urban,63138.0
2007,"Şanlıurfa, Diyarbakır-TRC2",Male,30-34,Urban,67758.0
2007,"Tekirdağ, Edirne, Kırklareli-TR21",Male,30-34,Urban,44061.0
2007,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,30-34,Urban,55231.0
2007,"Van, Muş, Bitlis, Hakkari-TRB2",Male,30-34,Urban,37735.0
2007,"Zonguldak, Karabük, Bartın-TR81",Male,30-34,Urban,21296.0
2008,"Adana, Mersin-TR62",Male,30-34,Urban,121346.0
2008,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,30-34,Urban,20863.0
2008,Ankara-TR51,Male,30-34,Urban,193216.0
2008,"Antalya, Isparta, Burdur-TR61",Male,30-34,Urban,77129.0
2008,"Aydın, Denizli, Muğla-TR32",Male,30-34,Urban,65949.0
2008,"Balıkesir, Çanakkale-TR22",Male,30-34,Urban,37182.0
2008,"Bursa, Eskişehir, Bilecik-TR41",Male,30-34,Urban,133864.0
2008,"Erzurum, Erzincan, Bayburt-TRA1",Male,30-34,Urban,25901.0
2008,"Gaziantep, Adıyaman, Kilis-TRC1",Male,30-34,Urban,74810.0
2008,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,30-34,Urban,63972.0
2008,İstanbul-TR10,Male,30-34,Urban,618076.0
2008,İzmir-TR31,Male,30-34,Urban,153506.0
2008,"Kastamonu, Çankırı, Sinop-TR82",Male,30-34,Urban,15496.0
2008,"Kayseri, Sivas, Yozgat-TR72",Male,30-34,Urban,69344.0
2008,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,30-34,Urban,34965.0
2008,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,30-34,Urban,116137.0
2008,"Konya, Karaman-TR52",Male,30-34,Urban,61995.0
2008,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,30-34,Urban,44073.0
2008,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,30-34,Urban,73442.0
2008,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,30-34,Urban,43602.0
2008,"Samsun, Tokat, Çorum, Amasya-TR83",Male,30-34,Urban,65929.0
2008,"Şanlıurfa, Diyarbakır-TRC2",Male,30-34,Urban,74183.0
2008,"Tekirdağ, Edirne, Kırklareli-TR21",Male,30-34,Urban,46002.0
2008,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,30-34,Urban,53710.0
2008,"Van, Muş, Bitlis, Hakkari-TRB2",Male,30-34,Urban,37286.0
2008,"Zonguldak, Karabük, Bartın-TR81",Male,30-34,Urban,21731.0
2009,"Adana, Mersin-TR62",Male,30-34,Urban,125676.0
2009,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,30-34,Urban,20003.0
2009,Ankara-TR51,Male,30-34,Urban,200729.0
2009,"Antalya, Isparta, Burdur-TR61",Male,30-34,Urban,81460.0
2009,"Aydın, Denizli, Muğla-TR32",Male,30-34,Urban,68798.0
2009,"Balıkesir, Çanakkale-TR22",Male,30-34,Urban,38994.0
2009,"Bursa, Eskişehir, Bilecik-TR41",Male,30-34,Urban,137676.0
2009,"Erzurum, Erzincan, Bayburt-TRA1",Male,30-34,Urban,25803.0
2009,"Gaziantep, Adıyaman, Kilis-TRC1",Male,30-34,Urban,77521.0
2009,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,30-34,Urban,66267.0
2009,İstanbul-TR10,Male,30-34,Urban,632449.0
2009,İzmir-TR31,Male,30-34,Urban,156790.0
2009,"Kastamonu, Çankırı, Sinop-TR82",Male,30-34,Urban,16395.0
2009,"Kayseri, Sivas, Yozgat-TR72",Male,30-34,Urban,71765.0
2009,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,30-34,Urban,36592.0
2009,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,30-34,Urban,119797.0
2009,"Konya, Karaman-TR52",Male,30-34,Urban,63771.0
2009,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,30-34,Urban,43361.0
2009,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,30-34,Urban,76679.0
2009,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,30-34,Urban,44318.0
2009,"Samsun, Tokat, Çorum, Amasya-TR83",Male,30-34,Urban,68650.0
2009,"Şanlıurfa, Diyarbakır-TRC2",Male,30-34,Urban,75443.0
2009,"Tekirdağ, Edirne, Kırklareli-TR21",Male,30-34,Urban,47846.0
2009,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,30-34,Urban,55063.0
2009,"Van, Muş, Bitlis, Hakkari-TRB2",Male,30-34,Urban,37181.0
2009,"Zonguldak, Karabük, Bartın-TR81",Male,30-34,Urban,22337.0
2010,"Adana, Mersin-TR62",Male,30-34,Urban,131429.0
2010,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,30-34,Urban,21463.0
2010,Ankara-TR51,Male,30-34,Urban,211866.0
2010,"Antalya, Isparta, Burdur-TR61",Male,30-34,Urban,87342.0
2010,"Aydın, Denizli, Muğla-TR32",Male,30-34,Urban,72120.0
2010,"Balıkesir, Çanakkale-TR22",Male,30-34,Urban,39988.0
2010,"Bursa, Eskişehir, Bilecik-TR41",Male,30-34,Urban,145252.0
2010,"Erzurum, Erzincan, Bayburt-TRA1",Male,30-34,Urban,27232.0
2010,"Gaziantep, Adıyaman, Kilis-TRC1",Male,30-34,Urban,82645.0
2010,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,30-34,Urban,71068.0
2010,İstanbul-TR10,Male,30-34,Urban,673743.0
2010,İzmir-TR31,Male,30-34,Urban,162764.0
2010,"Kastamonu, Çankırı, Sinop-TR82",Male,30-34,Urban,17063.0
2010,"Kayseri, Sivas, Yozgat-TR72",Male,30-34,Urban,75434.0
2010,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,30-34,Urban,38275.0
2010,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,30-34,Urban,126533.0
2010,"Konya, Karaman-TR52",Male,30-34,Urban,68174.0
2010,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,30-34,Urban,45499.0
2010,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,30-34,Urban,81128.0
2010,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,30-34,Urban,47932.0
2010,"Samsun, Tokat, Çorum, Amasya-TR83",Male,30-34,Urban,71582.0
2010,"Şanlıurfa, Diyarbakır-TRC2",Male,30-34,Urban,80807.0
2010,"Tekirdağ, Edirne, Kırklareli-TR21",Male,30-34,Urban,49994.0
2010,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,30-34,Urban,57059.0
2010,"Van, Muş, Bitlis, Hakkari-TRB2",Male,30-34,Urban,40283.0
2010,"Zonguldak, Karabük, Bartın-TR81",Male,30-34,Urban,22999.0
2011,"Adana, Mersin-TR62",Male,30-34,Urban,136971.0
2011,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,30-34,Urban,23858.0
2011,Ankara-TR51,Male,30-34,Urban,220245.0
2011,"Antalya, Isparta, Burdur-TR61",Male,30-34,Urban,90932.0
2011,"Aydın, Denizli, Muğla-TR32",Male,30-34,Urban,74952.0
2011,"Balıkesir, Çanakkale-TR22",Male,30-34,Urban,41161.0
2011,"Bursa, Eskişehir, Bilecik-TR41",Male,30-34,Urban,152357.0
2011,"Erzurum, Erzincan, Bayburt-TRA1",Male,30-34,Urban,28422.0
2011,"Gaziantep, Adıyaman, Kilis-TRC1",Male,30-34,Urban,87936.0
2011,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,30-34,Urban,74473.0
2011,İstanbul-TR10,Male,30-34,Urban,714413.0
2011,İzmir-TR31,Male,30-34,Urban,167695.0
2011,"Kastamonu, Çankırı, Sinop-TR82",Male,30-34,Urban,17998.0
2011,"Kayseri, Sivas, Yozgat-TR72",Male,30-34,Urban,78423.0
2011,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,30-34,Urban,39632.0
2011,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,30-34,Urban,133168.0
2011,"Konya, Karaman-TR52",Male,30-34,Urban,71612.0
2011,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,30-34,Urban,48025.0
2011,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,30-34,Urban,83153.0
2011,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,30-34,Urban,53375.0
2011,"Samsun, Tokat, Çorum, Amasya-TR83",Male,30-34,Urban,74308.0
2011,"Şanlıurfa, Diyarbakır-TRC2",Male,30-34,Urban,85879.0
2011,"Tekirdağ, Edirne, Kırklareli-TR21",Male,30-34,Urban,52744.0
2011,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,30-34,Urban,59169.0
2011,"Van, Muş, Bitlis, Hakkari-TRB2",Male,30-34,Urban,43920.0
2011,"Zonguldak, Karabük, Bartın-TR81",Male,30-34,Urban,23146.0
2012,"Adana, Mersin-TR62",Male,30-34,Urban,138572.0
2012,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,30-34,Urban,24241.0
2012,Ankara-TR51,Male,30-34,Urban,222508.0
2012,"Antalya, Isparta, Burdur-TR61",Male,30-34,Urban,91530.0
2012,"Aydın, Denizli, Muğla-TR32",Male,30-34,Urban,75916.0
2012,"Balıkesir, Çanakkale-TR22",Male,30-34,Urban,41728.0
2012,"Bursa, Eskişehir, Bilecik-TR41",Male,30-34,Urban,154837.0
2012,"Erzurum, Erzincan, Bayburt-TRA1",Male,30-34,Urban,28645.0
2012,"Gaziantep, Adıyaman, Kilis-TRC1",Male,30-34,Urban,90007.0
2012,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,30-34,Urban,75034.0
2012,İstanbul-TR10,Male,30-34,Urban,723283.0
2012,İzmir-TR31,Male,30-34,Urban,168365.0
2012,"Kastamonu, Çankırı, Sinop-TR82",Male,30-34,Urban,18197.0
2012,"Kayseri, Sivas, Yozgat-TR72",Male,30-34,Urban,79643.0
2012,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,30-34,Urban,40081.0
2012,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,30-34,Urban,134695.0
2012,"Konya, Karaman-TR52",Male,30-34,Urban,73012.0
2012,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,30-34,Urban,48248.0
2012,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,30-34,Urban,84196.0
2012,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,30-34,Urban,55114.0
2012,"Samsun, Tokat, Çorum, Amasya-TR83",Male,30-34,Urban,74108.0
2012,"Şanlıurfa, Diyarbakır-TRC2",Male,30-34,Urban,88584.0
2012,"Tekirdağ, Edirne, Kırklareli-TR21",Male,30-34,Urban,53527.0
2012,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,30-34,Urban,59511.0
2012,"Van, Muş, Bitlis, Hakkari-TRB2",Male,30-34,Urban,45881.0
2012,"Zonguldak, Karabük, Bartın-TR81",Male,30-34,Urban,23125.0
2013,"Adana, Mersin-TR62",Male,30-34,Urban,159516.0
2013,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,30-34,Urban,24039.0
2013,Ankara-TR51,Male,30-34,Urban,227566.0
2013,"Antalya, Isparta, Burdur-TR61",Male,30-34,Urban,120057.0
2013,"Aydın, Denizli, Muğla-TR32",Male,30-34,Urban,119604.0
2013,"Balıkesir, Çanakkale-TR22",Male,30-34,Urban,55991.0
2013,"Bursa, Eskişehir, Bilecik-TR41",Male,30-34,Urban,167920.0
2013,"Erzurum, Erzincan, Bayburt-TRA1",Male,30-34,Urban,36010.0
2013,"Gaziantep, Adıyaman, Kilis-TRC1",Male,30-34,Urban,97413.0
2013,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,30-34,Urban,119643.0
2013,İstanbul-TR10,Male,30-34,Urban,731494.0
2013,İzmir-TR31,Male,30-34,Urban,180698.0
2013,"Kastamonu, Çankırı, Sinop-TR82",Male,30-34,Urban,18272.0
2013,"Kayseri, Sivas, Yozgat-TR72",Male,30-34,Urban,85666.0
2013,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,30-34,Urban,40692.0
2013,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,30-34,Urban,148232.0
2013,"Konya, Karaman-TR52",Male,30-34,Urban,89731.0
2013,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,30-34,Urban,56643.0
2013,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,30-34,Urban,100105.0
2013,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,30-34,Urban,65734.0
2013,"Samsun, Tokat, Çorum, Amasya-TR83",Male,30-34,Urban,85429.0
2013,"Şanlıurfa, Diyarbakır-TRC2",Male,30-34,Urban,127541.0
2013,"Tekirdağ, Edirne, Kırklareli-TR21",Male,30-34,Urban,66885.0
2013,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,30-34,Urban,80389.0
2013,"Van, Muş, Bitlis, Hakkari-TRB2",Male,30-34,Urban,63099.0
2013,"Zonguldak, Karabük, Bartın-TR81",Male,30-34,Urban,25811.0
2014,"Adana, Mersin-TR62",Male,30-34,Urban,158029.0
2014,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,30-34,Urban,24175.0
2014,Ankara-TR51,Male,30-34,Urban,229393.0
2014,"Antalya, Isparta, Burdur-TR61",Male,30-34,Urban,120788.0
2014,"Aydın, Denizli, Muğla-TR32",Male,30-34,Urban,119298.0
2014,"Balıkesir, Çanakkale-TR22",Male,30-34,Urban,55735.0
2014,"Bursa, Eskişehir, Bilecik-TR41",Male,30-34,Urban,168546.0
2014,"Erzurum, Erzincan, Bayburt-TRA1",Male,30-34,Urban,35900.0
2014,"Gaziantep, Adıyaman, Kilis-TRC1",Male,30-34,Urban,97935.0
2014,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,30-34,Urban,119012.0
2014,İstanbul-TR10,Male,30-34,Urban,727480.0
2014,İzmir-TR31,Male,30-34,Urban,179592.0
2014,"Kastamonu, Çankırı, Sinop-TR82",Male,30-34,Urban,18633.0
2014,"Kayseri, Sivas, Yozgat-TR72",Male,30-34,Urban,85762.0
2014,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,30-34,Urban,41167.0
2014,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,30-34,Urban,147964.0
2014,"Konya, Karaman-TR52",Male,30-34,Urban,91176.0
2014,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,30-34,Urban,56710.0
2014,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,30-34,Urban,99939.0
2014,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,30-34,Urban,66539.0
2014,"Samsun, Tokat, Çorum, Amasya-TR83",Male,30-34,Urban,85270.0
2014,"Şanlıurfa, Diyarbakır-TRC2",Male,30-34,Urban,128957.0
2014,"Tekirdağ, Edirne, Kırklareli-TR21",Male,30-34,Urban,67171.0
2014,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,30-34,Urban,80759.0
2014,"Van, Muş, Bitlis, Hakkari-TRB2",Male,30-34,Urban,64191.0
2014,"Zonguldak, Karabük, Bartın-TR81",Male,30-34,Urban,25867.0
2015,"Adana, Mersin-TR62",Male,30-34,Urban,154980.0
2015,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,30-34,Urban,23889.0
2015,Ankara-TR51,Male,30-34,Urban,228723.0
2015,"Antalya, Isparta, Burdur-TR61",Male,30-34,Urban,120583.0
2015,"Aydın, Denizli, Muğla-TR32",Male,30-34,Urban,117947.0
2015,"Balıkesir, Çanakkale-TR22",Male,30-34,Urban,54599.0
2015,"Bursa, Eskişehir, Bilecik-TR41",Male,30-34,Urban,166787.0
2015,"Erzurum, Erzincan, Bayburt-TRA1",Male,30-34,Urban,34982.0
2015,"Gaziantep, Adıyaman, Kilis-TRC1",Male,30-34,Urban,99121.0
2015,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,30-34,Urban,117185.0
2015,İstanbul-TR10,Male,30-34,Urban,715563.0
2015,İzmir-TR31,Male,30-34,Urban,175796.0
2015,"Kastamonu, Çankırı, Sinop-TR82",Male,30-34,Urban,19112.0
2015,"Kayseri, Sivas, Yozgat-TR72",Male,30-34,Urban,84964.0
2015,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,30-34,Urban,41267.0
2015,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,30-34,Urban,147635.0
2015,"Konya, Karaman-TR52",Male,30-34,Urban,90756.0
2015,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,30-34,Urban,56334.0
2015,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,30-34,Urban,99515.0
2015,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,30-34,Urban,65646.0
2015,"Samsun, Tokat, Çorum, Amasya-TR83",Male,30-34,Urban,84418.0
2015,"Şanlıurfa, Diyarbakır-TRC2",Male,30-34,Urban,128902.0
2015,"Tekirdağ, Edirne, Kırklareli-TR21",Male,30-34,Urban,66317.0
2015,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,30-34,Urban,80780.0
2015,"Van, Muş, Bitlis, Hakkari-TRB2",Male,30-34,Urban,63932.0
2015,"Zonguldak, Karabük, Bartın-TR81",Male,30-34,Urban,25562.0
2016,"Adana, Mersin-TR62",Male,30-34,Urban,152128.0
2016,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,30-34,Urban,23039.0
2016,Ankara-TR51,Male,30-34,Urban,226883.0
2016,"Antalya, Isparta, Burdur-TR61",Male,30-34,Urban,117971.0
2016,"Aydın, Denizli, Muğla-TR32",Male,30-34,Urban,115020.0
2016,"Balıkesir, Çanakkale-TR22",Male,30-34,Urban,53640.0
2016,"Bursa, Eskişehir, Bilecik-TR41",Male,30-34,Urban,164860.0
2016,"Erzurum, Erzincan, Bayburt-TRA1",Male,30-34,Urban,34427.0
2016,"Gaziantep, Adıyaman, Kilis-TRC1",Male,30-34,Urban,99760.0
2016,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,30-34,Urban,115036.0
2016,İstanbul-TR10,Male,30-34,Urban,694708.0
2016,İzmir-TR31,Male,30-34,Urban,173264.0
2016,"Kastamonu, Çankırı, Sinop-TR82",Male,30-34,Urban,19050.0
2016,"Kayseri, Sivas, Yozgat-TR72",Male,30-34,Urban,83675.0
2016,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,30-34,Urban,41552.0
2016,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,30-34,Urban,146526.0
2016,"Konya, Karaman-TR52",Male,30-34,Urban,90372.0
2016,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,30-34,Urban,55608.0
2016,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,30-34,Urban,98412.0
2016,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,30-34,Urban,63618.0
2016,"Samsun, Tokat, Çorum, Amasya-TR83",Male,30-34,Urban,82885.0
2016,"Şanlıurfa, Diyarbakır-TRC2",Male,30-34,Urban,130247.0
2016,"Tekirdağ, Edirne, Kırklareli-TR21",Male,30-34,Urban,65884.0
2016,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",Male,30-34,Urban,81341.0
2016,"Van, Muş, Bitlis, Hakkari-TRB2",Male,30-34,Urban,61731.0
2016,"Zonguldak, Karabük, Bartın-TR81",Male,30-34,Urban,25012.0
2017,"Adana, Mersin-TR62",Male,30-34,Urban,150869.0
2017,"Ağrı, Kars, Iğdır, Ardahan-TRA2",Male,30-34,Urban,23046.0
2017,Ankara-TR51,Male,30-34,Urban,225614.0
2017,"Antalya, Isparta, Burdur-TR61",Male,30-34,Urban,116233.0
2017,"Aydın, Denizli, Muğla-TR32",Male,30-34,Urban,114019.0
2017,"Balıkesir, Çanakkale-TR22",Male,30-34,Urban,53697.0
2017,"Bursa, Eskişehir, Bilecik-TR41",Male,30-34,Urban,163700.0
2017,"Erzurum, Erzincan, Bayburt-TRA1",Male,30-34,Urban,34316.0
2017,"Gaziantep, Adıyaman, Kilis-TRC1",Male,30-34,Urban,100664.0
2017,"Hatay, Kahramanmaraş, Osmaniye-TR63",Male,30-34,Urban,115491.0
2017,İstanbul-TR10,Male,30-34,Urban,688645.0
2017,İzmir-TR31,Male,30-34,Urban,171934.0
2017,"Kastamonu, Çankırı, Sinop-TR82",Male,30-34,Urban,19121.0
2017,"Kayseri, Sivas, Yozgat-TR72",Male,30-34,Urban,82668.0
2017,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",Male,30-34,Urban,42524.0
2017,"Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42",Male,30-34,Urban,146719.0
2017,"Konya, Karaman-TR52",Male,30-34,Urban,90436.0
2017,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",Male,30-34,Urban,56119.0
2017,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",Male,30-34,Urban,98260.0
2017,"Mardin, Batman, Şırnak, Siirt-TRC3",Male,30-34,Urban,66668.0
2017,"Samsun, Tokat, Çorum, Amasya-TR83",Male,30-34,Urban,83352.0
