Year,Region,Rural,Urban,Total_Population
2025,"Konya, Karaman-TR52",60301.0,2545463.0,2605764.0
2025,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71",437832.0,1223553.0,1661385.0
2025,"Malatya, Elazığ, Bingöl, Tunceli-TRB1",231782.0,1497132.0,1728914.0
2025,"Manisa, Afyonkarahisar, Kütahya, Uşak-TR33",514913.0,2659534.0,3174447.0
2025,"Mardin, Batman, Şırnak, Siirt-TRC3",388077.0,2084160.0,2472237.0
2025,"Samsun, Tokat, Çorum, Amasya-TR83",408690.0,2459686.0,2868376.0
2025,"Tekirdağ, Edirne, Kırklareli-TR21",195457.0,1815017.0,2010474.0
2025,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90",370071.0,2329698.0,2699769.0
2025,"Van, Muş, Bitlis, Hakkari-TRB2",402603.0,1738641.0,2141244.0
2025,"Zonguldak, Karabük, Bartın-TR81",369040.0,672440.0,1041480.0
2025,İstanbul-TR10,0.0,15754053.0,15754053.0
2025,İzmir-TR31,0.0,4504185.0,4504185.0
2025,"Şanlıurfa, Diyarbakır-TRC2",0.0,4118156.0,4118156.0
